algorithm,parameters,count,k-nn,epsilon,largeepsilon,rel,qps,p50,p95,p99,p999,distcomps,build,candidates,indexsize,queriessize,dataset
nndescent,"NNDescent(n_neighbors=40, pruning_mult=1.00, pruning_prob=1.000, epsilon=0.020, leaf_size=36)",10,0.71646,0.8197599999999999,0.9994999999999999,0.09066598012103974,1104.0567565126664,0.9176731109619141,0.9801387786865234,1.0445213317871096,1.215938329696656,0.0,1179.7516651153564,10.0,2268660.0,2054.840013085842,sift-128-euclidean
nndescent,"NNDescent(n_neighbors=60, pruning_mult=2.00, pruning_prob=0.000, epsilon=0.360, leaf_size=48)",10,1.0,1.0,1.0,0.08935400220785608,186.6924595164222,4.605889320373535,11.489176750183105,16.24490976333618,23.145440816879272,0.0,2936.2787618637085,10.0,2932680.0,15708.615160978316,sift-128-euclidean
nndescent,"NNDescent(n_neighbors=60, pruning_mult=3.00, pruning_prob=0.000, epsilon=0.160, leaf_size=48)",10,0.99875,0.99996,1.0,0.08935618726933808,423.81814689296823,2.2804737091064453,3.6261558532714835,4.3485665321350115,5.224989175796519,0.0,3028.551816225052,10.0,3445360.0,8129.335719242095,sift-128-euclidean
nndescent,"NNDescent(n_neighbors=10, pruning_mult=0.50, pruning_prob=1.000, epsilon=0.030, leaf_size=24)",10,0.3164,0.36979,0.8578699999999999,0.09644785356970886,1074.4367249771476,1.0542869567871094,1.1200904846191406,1.16563081741333,1.2846064567565934,0.0,369.6989486217499,10.0,2111120.0,1964.8621002273558,sift-128-euclidean
nndescent,"NNDescent(n_neighbors=60, pruning_mult=2.00, pruning_prob=0.000, epsilon=0.000, leaf_size=48)",10,0.90791,0.96879,0.9997,0.08967227955481036,523.3178472089517,1.911759376525879,2.1021485328674316,2.207045555114746,2.385379314422608,0.0,2936.2787618637085,10.0,2932680.0,5604.01296390152,sift-128-euclidean
nndescent,"NNDescent(n_neighbors=40, pruning_mult=1.00, pruning_prob=1.000, epsilon=0.000, leaf_size=36)",10,0.6524,0.75093,0.9981,0.09118353697301954,1126.052735343334,0.8983612060546875,0.9596347808837891,1.0333156585693362,1.2710220813751247,0.0,1179.7516651153564,10.0,2268660.0,2014.7013801341059,sift-128-euclidean
nndescent,"NNDescent(n_neighbors=40, pruning_mult=2.00, pruning_prob=1.000, epsilon=0.040, leaf_size=36)",10,0.75873,0.8619199999999999,0.99978,0.09036567748994165,659.4738182870312,1.528024673461914,1.6341209411621094,1.6939687728881836,1.880181789398196,0.0,1725.260529756546,10.0,2581636.0,3914.6906646055227,sift-128-euclidean
nndescent,"NNDescent(n_neighbors=20, pruning_mult=1.50, pruning_prob=1.000, epsilon=0.020, leaf_size=24)",10,0.62589,0.72298,0.99694,0.09143358767139491,1195.4381805598161,0.8335113525390625,0.8840560913085938,0.9152889251708984,1.0740876197814966,0.0,580.2559478282928,10.0,2442000.0,2042.7656065464018,sift-128-euclidean
nndescent,"NNDescent(n_neighbors=40, pruning_mult=2.00, pruning_prob=0.000, epsilon=0.080, leaf_size=36)",10,0.9633800000000001,0.9946999999999999,1.0,0.08945386897060349,823.2446071867067,1.2054443359375,1.465356349945068,2.215640544891358,2.5971050262451194,0.0,1219.9205946922302,10.0,2582508.0,3136.9874487550737,sift-128-euclidean
nndescent,"NNDescent(n_neighbors=40, pruning_mult=1.00, pruning_prob=0.000, epsilon=0.320, leaf_size=36)",10,0.99095,0.99889,1.0,0.08938906074776731,525.6482923627874,1.7108917236328125,3.4597039222717285,4.603943824768068,6.204472064971945,0.0,1217.2348673343658,10.0,2269596.0,4317.7083098628045,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=10, pruning_mult=1.00, diversify_prob=1.000, epsilon=0.100, leaf_size=24)",10,0.60005,0.69808,0.9962899999999999,0.09173682483904844,7540.3353534118705,0.1323223114013672,0.1838326454162596,0.21577119827270513,0.2534418106079107,0.0,380.6048243045807,10.0,3377380.0,447.9084605264664,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=3.00, diversify_prob=0.000, epsilon=0.080, leaf_size=48)",10,0.9862299999999999,0.99848,1.0,0.08938881670703126,2711.975575625853,0.3523826599121094,0.6208539009094236,0.7696199417114259,0.9424765110015885,0.0,1159.4757416248322,10.0,2715768.0,1001.3983991626739,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=0.75, diversify_prob=1.000, epsilon=0.080, leaf_size=24)",10,0.72671,0.83422,0.99921,0.09062616251660628,8111.032254196874,0.1201629638671875,0.1704692840576172,0.20051240921020513,0.24199581146240254,0.0,396.0852098464966,10.0,3331788.0,410.77237712574004,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=0.75, diversify_prob=1.000, epsilon=0.060, leaf_size=24)",10,0.68929,0.79416,0.99879,0.09091859806900297,8849.907667169688,0.11944770812988281,0.17547607421875,0.2062439918518069,0.2632167339324957,0.0,396.0852098464966,10.0,3331788.0,376.47714815826413,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=10, pruning_mult=1.00, diversify_prob=1.000, epsilon=0.030, leaf_size=24)",10,0.47325999999999996,0.55062,0.9671099999999999,0.09341910488516375,8961.494858731012,0.110626220703125,0.14281272888183594,0.15854835510253906,0.19694328308105663,0.0,380.6048243045807,10.0,3377380.0,376.8768551721573,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=3.00, diversify_prob=0.000, epsilon=0.160, leaf_size=48)",10,0.9986700000000001,0.9999499999999999,1.0,0.0893563099396145,1388.6066428391443,0.6505250930786133,1.4588952064514158,1.9195103645324707,2.5150928497314484,0.0,1159.4757416248322,10.0,2715768.0,1955.7504020341876,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=1.000, epsilon=0.120, leaf_size=36)",10,0.8969799999999999,0.97054,0.9999,0.08968281731852212,5860.1231039635395,0.1633167266845703,0.27441978454589844,0.3404760360717777,0.4196212291717539,0.0,645.7121822834015,10.0,2843264.0,485.18844221496585,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=1.50, diversify_prob=1.000, epsilon=0.200, leaf_size=24)",10,0.93004,0.98498,1.0,0.08956347726458928,4364.527558006341,0.20933151245117188,0.42439699172973616,0.5650639533996584,0.7376718521118174,0.0,374.2930519580841,10.0,3328640.0,762.6575742187499,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=0.000, epsilon=0.000, leaf_size=36)",10,0.69801,0.79291,0.9967499999999999,0.09111598809562989,8403.65726943811,0.11610984802246094,0.15664100646972656,0.1819133758544922,0.2262625694274909,0.0,729.5061395168304,10.0,2950100.0,351.0495377683639,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=10, pruning_mult=0.50, diversify_prob=1.000, epsilon=0.010, leaf_size=24)",10,0.28993,0.33785,0.82094,0.09716591334147037,10287.007303638233,0.095367431640625,0.11539459228515625,0.12636184692382812,0.14782333374023515,0.0,367.70542335510254,10.0,3351352.0,325.78493444004056,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=3.00, diversify_prob=0.000, epsilon=0.200, leaf_size=48)",10,0.99975,1.0,1.0,0.08935450807127808,1020.8244533843538,0.8655786514282227,2.158176898956299,2.948796749114991,3.834040164947516,0.0,1159.4757416248322,10.0,2715768.0,2660.3673050703046,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=10, pruning_mult=1.00, diversify_prob=1.000, epsilon=0.060, leaf_size=24)",10,0.52638,0.6134999999999999,0.98593,0.09262783990701223,8545.44424736066,0.11420249938964844,0.15044212341308594,0.1697540283203125,0.20003461837768582,0.0,380.6048243045807,10.0,3377380.0,395.2257954339981,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.280, leaf_size=48)",10,0.99997,1.0,1.0,0.08935412955260326,713.9726230920278,1.1764764785766602,3.4668922424316397,4.963877201080323,7.080875635147112,0.0,1172.836713552475,10.0,2685000.0,3760.6483962535854,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.080, leaf_size=36)",10,0.9633499999999999,0.9942500000000001,1.0,0.0894550773135201,3847.5836192514944,0.25534629821777344,0.41866302490234375,0.5016469955444339,0.6244392395019573,0.0,729.0020360946655,10.0,3039388.0,789.9472242246628,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=10, pruning_mult=0.50, diversify_prob=1.000, epsilon=0.030, leaf_size=24)",10,0.30934,0.36187,0.85656,0.0965369030280893,9950.920417149171,0.09918212890625,0.12111663818359375,0.1339936256408692,0.1618998050689725,0.0,367.70542335510254,10.0,3351352.0,336.7881421525955,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=0.75, diversify_prob=1.000, epsilon=0.200, leaf_size=24)",10,0.9172399999999999,0.98033,0.9999,0.08962269714288527,4493.485186554504,0.20837783813476562,0.4043698310852049,0.5300068855285645,0.6918964385986339,0.0,396.0852098464966,10.0,3331788.0,741.4707875235557,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=2.00, diversify_prob=1.000, epsilon=0.020, leaf_size=36)",10,0.71772,0.82081,0.9995100000000001,0.09064863803545489,9025.353940807094,0.11563301086425781,0.1609325408935547,0.18740177154541027,0.23508071899414062,0.0,656.7328896522522,10.0,2845196.0,315.24481130161286,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=2.00, diversify_prob=1.000, epsilon=0.000, leaf_size=36)",10,0.65194,0.75092,0.9983599999999999,0.0911743307548092,9747.668944443942,0.10037422180175781,0.13446807861328125,0.156402587890625,0.20074892044067394,0.0,656.7328896522522,10.0,2845196.0,291.88475893220897,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=1.000, epsilon=0.080, leaf_size=36)",10,0.83331,0.9288500000000001,0.9999,0.08995803830842389,7207.441031802548,0.1347064971923828,0.20432472229003906,0.2462911605834962,0.29420900344848644,0.0,645.7121822834015,10.0,2843264.0,394.49008149414055,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=1.50, diversify_prob=1.000, epsilon=0.120, leaf_size=24)",10,0.81845,0.91849,0.99999,0.09004023903577547,6780.646778965482,0.1423358917236328,0.2231597900390625,0.268228054046631,0.35190773010253945,0.0,374.2930519580841,10.0,3328640.0,490.90302275085446,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=0.000, epsilon=0.040, leaf_size=36)",10,0.78921,0.8819100000000001,0.9992800000000001,0.09039382844351766,6704.554082759915,0.14734268188476562,0.2186298370361328,0.2667999267578127,0.34976172447204623,0.0,729.5061395168304,10.0,2950100.0,440.0143489909172,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.200, leaf_size=36)",10,0.99813,0.9999100000000001,1.0,0.08935777261171356,1435.1065605722822,0.6117820739746094,1.4790296554565412,2.009727954864504,2.661471605300904,0.0,729.0020360946655,10.0,3039388.0,2117.8831478465077,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=2.00, diversify_prob=1.000, epsilon=0.240, leaf_size=36)",10,0.98881,0.99903,1.0,0.08938059915116937,2251.9370946511726,0.377655029296875,0.9884834289550781,1.4276719093322758,1.8971135616302526,0.0,656.7328896522522,10.0,2845196.0,1263.4438176616668,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.120, leaf_size=36)",10,0.98437,0.99838,1.0,0.08939252709810303,2896.671796825011,0.3285408020019531,0.6223082542419428,0.8123040199279787,1.1231999397277852,0.0,729.0020360946655,10.0,3039388.0,1049.2690277619363,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=1.000, epsilon=0.280, leaf_size=36)",10,0.99559,0.99961,1.0,0.08936403866670029,1811.1328319988172,0.45049190521240234,1.328027248382568,1.9677066802978525,2.6026139259338454,0.0,645.7121822834015,10.0,2843264.0,1569.8815403076171,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=0.75, diversify_prob=1.000, epsilon=0.120, leaf_size=24)",10,0.8009000000000001,0.9043100000000001,0.99963,0.09015863102008462,6710.521347638689,0.1462697982788086,0.2295970916748047,0.2818179130554201,0.36573696136474665,0.0,396.0852098464966,10.0,3331788.0,496.50210876274105,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.000, leaf_size=36)",10,0.86029,0.9386300000000001,1.0,0.08987508235525493,6390.299880491466,0.15425682067871094,0.2055287361145018,0.238182544708252,0.291110992431641,0.0,729.0020360946655,10.0,3039388.0,475.6252534061432,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=10, pruning_mult=0.50, diversify_prob=1.000, epsilon=0.100, leaf_size=24)",10,0.39074,0.46086,0.9523300000000001,0.09454471543173149,8712.699511343137,0.11134147644042969,0.1506805419921875,0.1723766326904297,0.20933628082275488,0.0,367.70542335510254,10.0,3351352.0,384.65139256057745,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.320, leaf_size=36)",10,0.9999499999999999,1.0,1.0,0.08935406064987872,596.372693064118,1.3918876647949219,4.194247722625729,6.204333305358891,8.838742733001727,0.0,729.0020360946655,10.0,3039388.0,5096.457358541776,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=3.00, diversify_prob=0.000, epsilon=0.240, leaf_size=48)",10,0.9999399999999999,1.0,1.0,0.08935407486963634,758.2848319621406,1.1574029922485352,3.069746494293211,4.314374923706059,5.939761161804207,0.0,1159.4757416248322,10.0,2715768.0,3581.461590063286,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=0.000, epsilon=0.280, leaf_size=36)",10,0.98859,0.99874,1.0,0.0893920870520891,1262.8177702976318,0.6438493728637695,1.9093513488769518,2.7117967605590825,3.8926625251770024,0.0,729.5061395168304,10.0,2950100.0,2336.1248704195023,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.080, leaf_size=48)",10,0.98354,0.9983000000000001,1.0,0.08939532832456029,3222.6387718348874,0.30994415283203125,0.5247712135314939,0.6387329101562502,0.7917957305908219,0.0,1172.836713552475,10.0,2685000.0,833.1681550741197,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=0.000, epsilon=0.080, leaf_size=36)",10,0.8524100000000001,0.9359299999999999,0.9995200000000001,0.09000037370944068,5483.244177155302,0.1785755157470703,0.2865791320800781,0.34880638122558594,0.4356017112731956,0.0,729.5061395168304,10.0,2950100.0,538.0209059977532,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.000, leaf_size=48)",10,0.9091400000000001,0.96998,0.9999,0.0896625974996458,5532.157920713594,0.17952919006347656,0.23651123046875,0.2732300758361817,0.32758975028991755,0.0,1172.836713552475,10.0,2685000.0,485.3440625667572,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.360, leaf_size=48)",10,1.0,1.0,1.0,0.08935400220785608,416.22446023078464,1.8992424011230469,6.251585483551025,9.316887855529789,13.707553625106891,0.0,1172.836713552475,10.0,2685000.0,6450.8462537527075,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=0.75, diversify_prob=1.000, epsilon=0.100, leaf_size=24)",10,0.76445,0.87134,0.99953,0.09037274157455782,7530.9421362481025,0.13136863708496094,0.1952648162841797,0.232696533203125,0.3016006946563723,0.0,396.0852098464966,10.0,3331788.0,442.41317217979434,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=1.000, epsilon=0.200, leaf_size=36)",10,0.97342,0.99672,1.0,0.0894215160247724,3383.4232986583124,0.2617835998535156,0.5968093872070306,0.862884521484376,1.2179017066955689,0.0,645.7121822834015,10.0,2843264.0,840.3512505004883,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=2.00, diversify_prob=1.000, epsilon=0.160, leaf_size=36)",10,0.9441200000000001,0.99024,1.0,0.08950729013271234,4182.825490289548,0.22029876708984375,0.43392181396484375,0.5686306953430176,0.7579474449157745,0.0,656.7328896522522,10.0,2845196.0,680.2091090353011,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=1.50, diversify_prob=1.000, epsilon=0.080, leaf_size=24)",10,0.74818,0.8539899999999999,0.99977,0.09045009071597059,7880.879204874292,0.12230873107910156,0.1842975616455078,0.23222208023071295,0.3142399787902841,0.0,374.2930519580841,10.0,3328640.0,422.3691181488037,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=2.00, diversify_prob=1.000, epsilon=0.080, leaf_size=36)",10,0.83301,0.9289099999999999,0.9999,0.08995242814040495,6686.957790243393,0.14448165893554688,0.22292137145996094,0.2682232856750489,0.33736705780029397,0.0,656.7328896522522,10.0,2845196.0,425.48436662054064,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.160, leaf_size=48)",10,0.9983000000000001,0.9999499999999999,1.0,0.08935772289954867,1660.0802591025688,0.5426406860351562,1.2262582778930653,1.6193485260009768,2.191072463989259,0.0,1172.836713552475,10.0,2685000.0,1617.3916804790497,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=3.00, diversify_prob=0.000, epsilon=0.120, leaf_size=48)",10,0.99535,0.99964,1.0,0.08936486868210684,1926.236372486539,0.48851966857910156,0.9815692901611328,1.302957534790039,1.7013564109802248,0.0,1159.4757416248322,10.0,2715768.0,1409.8830438417435,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=0.000, epsilon=0.320, leaf_size=36)",10,0.99368,0.99931,1.0,0.08937580365214469,973.373503778778,0.8206367492675781,2.6285767555236816,3.836398124694824,5.635291337966925,0.0,729.5061395168304,10.0,2950100.0,3030.7995733881,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=10, pruning_mult=1.00, diversify_prob=1.000, epsilon=0.020, leaf_size=24)",10,0.45664,0.53075,0.95861,0.09370733095076574,9199.866991058745,0.10609626770019531,0.13446807861328125,0.14829874038696295,0.1764366626739516,0.0,380.6048243045807,10.0,3377380.0,367.1118292560578,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.320, leaf_size=48)",10,1.0,1.0,1.0,0.08935400220785608,538.8757643621599,1.4977455139160156,4.672849178314208,6.850056648254395,9.976820468902627,0.0,1172.836713552475,10.0,2685000.0,4982.595576882362,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=1.50, diversify_prob=1.000, epsilon=0.020, leaf_size=24)",10,0.62487,0.7221,0.9966900000000001,0.09147186081111154,9723.482711120363,0.10013580322265625,0.1347064971923828,0.15401840209960938,0.19455218315124564,0.0,374.2930519580841,10.0,3328640.0,342.33001681518556,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=1.000, epsilon=0.040, leaf_size=36)",10,0.75765,0.86094,0.9997999999999999,0.09038776485313163,8519.79927718988,0.11491775512695312,0.1602292060852049,0.1850128173828125,0.22554421424865728,0.0,645.7121822834015,10.0,2843264.0,333.724294140625,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=10, pruning_mult=0.50, diversify_prob=1.000, epsilon=0.020, leaf_size=24)",10,0.29945,0.34950000000000003,0.8400700000000001,0.0968406968768734,10086.069247846344,0.09703636169433594,0.11777877807617188,0.1304149627685547,0.15116477012634427,0.0,367.70542335510254,10.0,3351352.0,332.2753312164307,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=1.50, diversify_prob=1.000, epsilon=0.000, leaf_size=24)",10,0.55949,0.64827,0.98977,0.09218121543471881,10579.216801221995,0.09226799011230469,0.12087821960449219,0.1354217529296875,0.19002747535705727,0.0,374.2930519580841,10.0,3328640.0,314.63954870605465,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=0.000, epsilon=0.020, leaf_size=36)",10,0.75308,0.8484999999999999,0.9984999999999999,0.09065686665115705,7358.06016716708,0.13375282287597656,0.18717050552368147,0.22030115127563482,0.2841992378234872,0.0,729.5061395168304,10.0,2950100.0,400.934476339817,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=3.00, diversify_prob=0.000, epsilon=0.320, leaf_size=48)",10,1.0,1.0,1.0,0.08935400220785608,441.1744457926836,1.9112825393676758,5.772328376770016,8.460974693298345,11.77359151840215,0.0,1159.4757416248322,10.0,2715768.0,6155.769052127266,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=0.75, diversify_prob=1.000, epsilon=0.000, leaf_size=24)",10,0.54487,0.63075,0.9848000000000001,0.09241035294134137,10741.43570881807,0.09107589721679688,0.11706352233886719,0.13375520706176763,0.18453717231750513,0.0,396.0852098464966,10.0,3331788.0,310.1808818037987,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=1.50, diversify_prob=1.000, epsilon=0.060, leaf_size=24)",10,0.70729,0.81166,0.9992300000000001,0.09074854272666522,8714.17660947113,0.11420249938964844,0.16118288040161116,0.18668174743652344,0.22292590141296478,0.0,374.2930519580841,10.0,3328640.0,381.97986444091794,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=0.000, epsilon=0.160, leaf_size=36)",10,0.9412200000000001,0.98772,0.99992,0.0895679656926418,3296.3201382939487,0.29015541076660156,0.5936861038208004,0.7846450805664065,1.0514366626739524,0.0,729.5061395168304,10.0,2950100.0,894.967684032917,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=1.50, diversify_prob=1.000, epsilon=0.140, leaf_size=24)",10,0.85169,0.9436199999999999,0.99999,0.0898791723959302,6187.996717088152,0.16069412231445312,0.26726722717285156,0.3335523605346681,0.4327323436737066,0.0,374.2930519580841,10.0,3328640.0,537.9188374176026,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=0.000, epsilon=0.200, leaf_size=36)",10,0.9653700000000001,0.99447,0.99992,0.08947653570874645,2407.8017685784553,0.37789344787597656,0.8943200111389158,1.2343025207519533,1.6339104175567685,0.0,729.5061395168304,10.0,2950100.0,1225.2254477500915,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=1.000, epsilon=0.320, leaf_size=36)",10,0.99849,0.99986,1.0,0.08935693405346952,1319.3499919866465,0.5990266799926758,1.92573070526123,2.879874706268311,4.0389151573181366,0.0,645.7121822834015,10.0,2843264.0,2155.049090286255,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=10, pruning_mult=1.00, diversify_prob=1.000, epsilon=0.000, leaf_size=24)",10,0.40346000000000004,0.46819,0.92065,0.09471424388550158,10201.301799959043,0.09822845458984375,0.12302398681640625,0.1361370086669922,0.17142820358276473,0.0,380.6048243045807,10.0,3377380.0,331.07343221759794,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=3.00, diversify_prob=0.000, epsilon=0.000, leaf_size=48)",10,0.9187200000000001,0.97509,1.0,0.08961421249746314,4866.896997862039,0.2028942108154297,0.28443336486816406,0.3371310234069826,0.4510881900787354,0.0,1159.4757416248322,10.0,2715768.0,558.0081109571457,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=1.00, diversify_prob=0.000, epsilon=0.240, leaf_size=36)",10,0.97987,0.99749,1.0,0.08942471773131716,1707.8772469743772,0.49626827239990234,1.3422966003417969,1.8573451042175306,2.5697154998779377,0.0,729.5061395168304,10.0,2950100.0,1727.3489679813385,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.040, leaf_size=36)",10,0.9267200000000001,0.9800000000000001,1.0,0.0895833979161723,4998.877896418696,0.20003318786621094,0.2911090850830078,0.34046173095703125,0.4055500030517578,0.0,729.0020360946655,10.0,3039388.0,608.0140509488106,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=20, pruning_mult=0.75, diversify_prob=1.000, epsilon=0.140, leaf_size=24)",10,0.83524,0.9315,0.9998900000000001,0.08997387146081283,6123.932459409987,0.15735626220703125,0.2558350563049315,0.31662225723266607,0.3786280155181924,0.0,396.0852098464966,10.0,3331788.0,544.0602132834434,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=40, pruning_mult=2.00, diversify_prob=1.000, epsilon=0.120, leaf_size=36)",10,0.8967,0.9709099999999999,1.0,0.0896749485268497,5322.147398078558,0.18215179443359375,0.3147244453430174,0.39673089981079107,0.49805903434753473,0.0,656.7328896522522,10.0,2845196.0,534.59549072752,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=10, pruning_mult=1.00, diversify_prob=1.000, epsilon=0.040, leaf_size=24)",10,0.49111000000000005,0.5714400000000001,0.9739599999999999,0.09314424372201154,8945.348606576083,0.10943412780761719,0.141143798828125,0.1592683792114259,0.18239665031433236,0.0,380.6048243045807,10.0,3377380.0,377.55711359500884,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=3.00, diversify_prob=0.000, epsilon=0.280, leaf_size=48)",10,0.99999,1.0,1.0,0.08935400443344915,584.8087949090911,1.4662742614746094,4.13830280303955,5.989592075347901,8.159500122070334,0.0,1159.4757416248322,10.0,2715768.0,4643.856288827133,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.200, leaf_size=48)",10,0.9995200000000001,0.99999,1.0,0.08935517042974314,1208.5185333947327,0.7259845733642578,1.836538314819336,2.4837779998779332,3.293882846832302,0.0,1172.836713552475,10.0,2685000.0,2221.7284433841705,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=60, pruning_mult=2.00, diversify_prob=0.000, epsilon=0.040, leaf_size=48)",10,0.95924,0.99279,1.0,0.08946638249330015,4119.525143733408,0.23889541625976562,0.3490447998046875,0.4124665260314942,0.49996709823608465,0.0,1172.836713552475,10.0,2685000.0,651.7741502523422,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=10, pruning_mult=0.50, diversify_prob=1.000, epsilon=0.000, leaf_size=24)",10,0.26693,0.30991,0.77627,0.09794272571981728,10853.92233202159,0.09083747863769531,0.10848045349121094,0.12040138244628906,0.15165638923645472,0.0,367.70542335510254,10.0,3351352.0,308.7687471387863,sift-128-euclidean
pynndescent,"PyNNDescent(n_neighbors=10, pruning_mult=0.50, diversify_prob=1.000, epsilon=0.120, leaf_size=24)",10,0.41919000000000006,0.49546,0.96915,0.0940216437846905,8204.141167505115,0.11920928955078125,0.16736984252929688,0.19431114196777344,0.23841905593872081,0.0,367.70542335510254,10.0,3351352.0,408.4951650117874,sift-128-euclidean
